Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
DON'T GO,DON'T GO,Josh Levi,,05/06/2025,147768,38,,Atlantic Records / Raedio,,,,,,,,,,,,
Drug Dealer,Drug Dealer,Medium Build,,06/06/2025,238986,40,,Island Records,,,,,,,,,,,,
Crying Over Nothing,Crying Over Nothing,Indigo De Souza,,04/06/2025,195394,35,,Loma Vista Recordings,,,,,,,,,,,,
Silver Spoons,uLu Selects Vol #2,Portugal. The Man;Lucius,,06/06/2025,206360,31,,Approaching AIRballoons,,,,,,,,,,,,
Walk Through Fire,Walk Through Fire,Ben Fuller,,06/06/2025,193274,45,"christian country,christian,worship,christian folk,ccm",Essential Records,,,,,,,,,,,,
Crown,Happy Birthday,Finn Wolfhard,,06/06/2025,274653,54,,Night Shift Productions Inc.,,,,,,,,,,,,
Forni,Forni,Los Ballers;Clarent;Rauw Alejandro,,03/06/2025,203265,62,"reggaeton,urbano latino,trap latino,latin",Sony Music Latin,,,,,,,,,,,,
Best For Me,I Forgive You,Cynthia Erivo,,06/06/2025,207750,43,musicals,Verve / Republic Records,,,,,,,,,,,,
White Limousine,Corn Queen,Hailey Whitters,,06/06/2025,247503,32,country,Pigasus Records / Big Loud Records,,,,,,,,,,,,
Truth or Consequence,Truth or Consequence,Richy Mitch & The Coal Miners,,06/06/2025,206222,28,,Band of Wolves,,,,,,,,,,,,
Everyone Falls Asleep In Their Own Time,Everyone Falls Asleep In Their Own Time,Sophia Stel,,04/06/2025,242490,47,,Create / Pack Records - JV,,,,,,,,,,,,
WANT YOU,WANT YOU,SPINALL;JayO;DESTIN CONRAD,,06/06/2025,199591,34,"afrobeats,afrobeat,afropop,afropiano,alté,afroswing,afro r&b,uk r&b,alternative r&b","TheCAPMusic, Inc./Epic",,,,,,,,,,,,
Freak Drill (feat. Sukihana),Freak Drill (feat. Sukihana),Yung Bleu;Sukihana,,06/06/2025,156866,26,,Moon Boy Music,,,,,,,,,,,,
Chuck Money,Black Tape N.W.O,Sada Baby;Kamaiyah,,06/06/2025,154520,17,hyphy,Big Squad/Hitmaker Distro,,,,,,,,,,,,
OMG! (From F1® The Movie),OMG! (From F1® The Movie),Tiësto;Sexyy Red;F1 The Album,,05/06/2025,152989,64,"edm,trance,big room,house",Atlantic Records,,,,,,,,,,,,
Fight Like A Girl (feat. K.Flay),Fight Like A Girl (feat. K.Flay),Evanescence;K.Flay,,06/06/2025,186068,51,alternative metal,Columbia Local,,,,,,,,,,,,
Witching Hour,Witching Hour,Grace Power,,06/06/2025,173906,33,,Grace Power / Cage Riot,,,,,,,,,,,,
Da Me,Da Me,Bad Gyal,,05/06/2025,145506,74,neoperreo,Interscope Records / Universal Music Latino,,,,,,,,,,,,
Where To Look,Where To Look,Nilüfer Yanya,,03/06/2025,290618,41,,Ninja Tune,,,,,,,,,,,,
RIP KP,RIP KP,King Princess,,04/06/2025,138914,44,,section1,,,,,,,,,,,,
hostile,hostile,midwxst,,06/06/2025,145836,30,hyperpop,broke,,,,,,,,,,,,
Oil Change,"Lights, Camera, Action",Chicken P,,06/06/2025,147891,34,,Really Rich Empire,,,,,,,,,,,,
What The Word Is,What The Word Is,Jackie Hollander;Malóne;Baby Bash,,23/05/2025,153259,35,"tech house,latin house,afro house,tribal house",Casablanca new/Republic Records,,,,,,,,,,,,
The Explorer,The Explorer,Dora Jar,,06/06/2025,174200,42,,Dora Jar PS/ Island,,,,,,,,,,,,
FREEDOM (feat. Jorja Smith),FREEDOM (feat. Jorja Smith),DAMEDAME*;Jorja Smith,,06/06/2025,160455,52,uk r&b,Robots & Humans,,,,,,,,,,,,
Everlasting,Everlasting,Matt Maeson,,06/06/2025,300853,40,,Atlantic Records,,,,,,,,,,,,
I Ain't Worried About It,I Ain't Worried About It,Zac Brown Band,,06/06/2025,204810,47,"country,acoustic country","Master of None, LLC",,,,,,,,,,,,
Tina,More,Pulp,,06/06/2025,212373,46,"britpop,madchester",Rough Trade,,,,,,,,,,,,
eastside w my dogs,eastside w my dogs,WHATMORE,,06/06/2025,111464,33,,Alta Music Group,,,,,,,,,,,,
Fall in Love With Her,Fall In Love With Her,Sabrina Claudio;Tanerélle,,06/06/2025,245581,45,,SC Entertainment / EMPIRE,,,,,,,,,,,,
Dior (with Chrystal),Dior (with Chrystal),MK;Chrystal,,06/06/2025,169159,78,house,Columbia,,,,,,,,,,,,
76rs,76rs,G.T.;Babyface Ray;Peezy,,06/06/2025,162029,35,,Money Counter Music,,,,,,,,,,,,
This,I'm Just A Girl,Lil Kayla;Kaliii,,06/06/2025,168148,23,,Lil Kayla Productions / EMPIRE,,,,,,,,,,,,
Heat,Heat,Rita Ora,,06/06/2025,171026,37,,BMG Rights Management (UK) Ltd.,,,,,,,,,,,,
Boy,Boy,FLETCHER,,05/06/2025,201493,37,,Capitol Records,,,,,,,,,,,,
GOOD TIME GIRL,GOOD TIME GIRL,INJI,,06/06/2025,152900,39,,INJI,,,,,,,,,,,,
CONTROL,CONTROL,Frost Children,,03/06/2025,155000,8,"hyperpop,electroclash",Dirty Hit,,,,,,,,,,,,
And a Big Load,And a Big Load,Hot Mulligan,,03/06/2025,173791,47,"midwest emo,pop punk,emo",Many Hats Distribution,,,,,,,,,,,,
Tailspin,Tailspin,Whiskey Myers,,06/06/2025,225666,47,"red dirt,texas country,southern rock,outlaw country,country,country rock","Wiggy Thump Records, LLC",,,,,,,,,,,,
Somalia Rose,Open Up Your Senses,Tyreek McDole;Emmanuel Michael,,06/06/2025,304893,26,vocal jazz,Artwork Records,,,,,,,,,,,,
Diamonds,Diamonds,Santa Fe Klan;Rick Ross,,05/06/2025,144200,42,"mexican hip hop,latin hip hop,southern hip hop",Cuatro Siete Tres Music,,,,,,,,,,,,
For the Record,FINE!,colby!,,06/06/2025,161971,23,,Free Flight Records; Hyphen Media Group,,,,,,,,,,,,
Love Me Alive,Revelation,The Knocks;Dragonette,,06/06/2025,205611,49,nu disco,Neon Gold,,,,,,,,,,,,
Must Be Love,The Co-Star,Eric Benét;India.Arie,,06/06/2025,203860,40,"neo soul,quiet storm",JBR Entertainment,,,,,,,,,,,,
Problematic,Problematic,Kee Nola,,06/06/2025,148629,39,emo rap,EUROVZN/NEWWRLD,,,,,,,,,,,,
BBC,BBC,Stunna Sandy,,06/06/2025,186000,36,,Courtesy Of Records / Rebel,,,,,,,,,,,,
PRAY 4,VARIA 0.5,Odetari,,03/06/2025,123428,45,"hyperpop,nightcore","APG, Inc. - Odetari II",,,,,,,,,,,,
Life Signs,Life Signs,Water From Your Eyes,,04/06/2025,272165,33,,Matador,,,,,,,,,,,,
Childhood Crush,Childhood Crush,Dana and Alden;Cinya Khan,,06/06/2025,175935,32,indie jazz,Concord Jazz,,,,,,,,,,,,
Too Much,Too Much,E-40;JasonMartin,,06/06/2025,152291,30,"hyphy,west coast hip hop,g-funk",Sick Wid It Records,,,,,,,,,,,,
Here Again,Here Again,Alexander Stewart,,06/06/2025,165533,50,pop singer-songwriter,Alexander Stewart,,,,,,,,,,,,
Do It Again,Do It Again,Kirk Franklin,,06/06/2025,229123,43,"gospel,gospel r&b,worship",Fo Yo Soul Recordings / Tribl Records,,,,,,,,,,,,
Takin’ The Slow Ride,Polaroids,Lanie Gardner,,06/06/2025,188773,35,,Stoney Creek Records,,,,,,,,,,,,
Dodge a Bullet,Dodge a Bullet,Corey Kent,,06/06/2025,161080,24,"country,texas country",RCA Records Label Nashville,,,,,,,,,,,,
Fearless,Fearless,PRESIDENT,,05/06/2025,215517,62,metalcore,King Of Terrors,,,,,,,,,,,,
The Rope,The Rope,Wunderhorse,,02/06/2025,190574,57,,Communion Records,,,,,,,,,,,,
Demonic Depression,God Of Angels Trust,Volbeat,,06/06/2025,238813,52,"rock,metal",Vertigo Berlin,,,,,,,,,,,,
