Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
What I Want (feat. Tate McRae),I’m The Problem,Morgan Wallen;Tate McRae,,16/05/2025,184517,85,country,Big Loud Records / Mercury Records / Republic Records,,,,,,,,,,,,
Friend Of Mine - from the Smurfs Movie Soundtrack,Friend Of Mine (from the Smurfs Movie Soundtrack),Rihanna,,16/05/2025,205270,50,,Roc Nation Distribution,,,,,,,,,,,,
One Thing,One Thing,Lola Young,,16/05/2025,208829,76,,Universal-Island Records Ltd.,,,,,,,,,,,,
Tough Luck,Tough Luck,Laufey,,15/05/2025,192866,63,,Vingolf Recordings,,,,,,,,,,,,
RATHER BE,RATHER BE,GIVĒON,,16/05/2025,171873,58,r&b,Epic/Not So Fast,,,,,,,,,,,,
"SISTA WIVES - from the Short Film ""Red Clay""","SISTA WIVES (from the Short Film ""Red Clay"")",2 Chainz;Lil Yachty,,16/05/2025,149960,41,"southern hip hop,rap","Gamebread, LLC / EMPIRE",,,,,,,,,,,,
Me N OG Snoop,Iz It a Crime?,Snoop Dogg;Sexyy Red,,15/05/2025,158270,41,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap",Death Row Records / gamma.,,,,,,,,,,,,
Bloom Baby Bloom,Bloom Baby Bloom,Wolf Alice,,15/05/2025,227586,9,indie,Columbia,,,,,,,,,,,,
Let You Fade,From Zero (Deluxe Edition),Linkin Park,,16/05/2025,208739,67,"nu metal,rap metal,rock,alternative metal",Warner Records,,,,,,,,,,,,
no tiene sentido,BORONDO,Beéle,,15/05/2025,158036,88,"latin afrobeats,reggaeton,pop urbano",5020 Records,,,,,,,,,,,,
Everybody Gets Down,Everybody Gets Down,NxWorries;Knxwledge;Anderson .Paak,,12/05/2025,161093,51,,Stones Throw Records,,,,,,,,,,,,
Somebody,Somebody,Latto,,16/05/2025,202426,71,,Streamcut/RCA Records,,,,,,,,,,,,
Hotel,Alē,Chezile,,16/05/2025,147451,43,,10K Projects,,,,,,,,,,,,
Let's Ride Away,Avicii Forever,Avicii;Elle King,,16/05/2025,173217,63,edm,Universal Music AB,,,,,,,,,,,,
Zombie Lady,FUNNY little FEARS,Damiano David,,16/05/2025,188952,40,,Sony Music Italy / Arista Records,,,,,,,,,,,,
GRAVE,let go letters,Avery Anna,,16/05/2025,191906,54,,Warner Records Nashville,,,,,,,,,,,,
CRASH,LETHAL,Rico Nasty,,16/05/2025,162000,42,,Fueled By Ramen,,,,,,,,,,,,
Burn Me,Burn Me,Jonah Kagen;Sam Barber,,16/05/2025,214617,57,"pop singer-songwriter,folk pop,country",Arista Records,,,,,,,,,,,,
Don’t Say You Love Me,Echo,Jin,,16/05/2025,180716,87,k-pop,BIGHIT MUSIC,,,,,,,,,,,,
Feels So Good,13 Months of Sunshine,Aminé,,16/05/2025,131052,48,,CLBN LLC,,,,,,,,,,,,
BOY CRAZY.,BOY CRAZY.,Kesha,,16/05/2025,148619,53,,Kesha Records,,,,,,,,,,,,
In My Arms,In My Arms,ILLENIUM;HAYLA,,16/05/2025,208000,62,"melodic bass,future bass,edm","Illenium, LLC",,,,,,,,,,,,
Hit (feat. Gucci Mane),Hit (feat. Gucci Mane),BossMan Dlow;Gucci Mane,,16/05/2025,175378,41,"southern hip hop,rap,trap",Alamo,,,,,,,,,,,,
ain't done,unreleased,Blxst,,13/05/2025,86424,45,,Evgle Music,,,,,,,,,,,,
I Saw The Mountains,I Saw The Mountains,Noah Cyrus,,16/05/2025,264664,53,,Records/Columbia,,,,,,,,,,,,
MIGHT BE DANGEROUS,devil and a prayer,Tyler Braden;Kaitlin Butts,,16/05/2025,200574,64,"country,red dirt,texas country",Warner Records Nashville,,,,,,,,,,,,
Happy Birthday,Hers,Matt Maltese,,16/05/2025,216120,44,,Tonight Matthew,,,,,,,,,,,,
if i had a gun,FOREVER,EKKSTACY,,16/05/2025,152506,45,,EKKSTACY under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
Get To It (feat. Nino Paid),Get To It (feat. Nino Paid),ian;Nino Paid,,16/05/2025,190948,55,,BuVision / Columbia,,,,,,,,,,,,
Robbery 9,Forever My Moment,Tee Grizzley,,16/05/2025,218041,47,,300 Entertainment,,,,,,,,,,,,
No Room For A Saint (From F1® The Movie),No Room For A Saint (From F1® The Movie),Dom Dolla;Nathan Nicholson;F1 The Album,,16/05/2025,236128,63,"house,tech house",Atlantic Records,,,,,,,,,,,,
DROP TOP,MY EYES OPEN VVIDE,MEOVV,,12/05/2025,195835,47,k-pop,Universal Music LLC,,,,,,,,,,,,
Forget Tonight (ft. Tyler Hubbard),Forget Tonight (ft. Tyler Hubbard),Steve Aoki;Tyler Hubbard,,16/05/2025,165826,49,"electro house,edm,country",Dim Mak Records/DJ Kid Millionaire Ltd. 2024,,,,,,,,,,,,
